id,name,host_id,host_name,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,availability_category,review_activity,host_type
1124558577325015506,Charming 1BR Near Capitol-Dwntwn,46312980,Robert,SECOND WARD,42.646032,-73.760482,Entire home/apt,116.0,3.0,7,2026-05-09,0.28,2,216,3,High availability,Low review activity,Multi-listing host
1124632058968031818,Modern Duplex - Historical Home,46312980,Robert,SECOND WARD,42.646032,-73.760482,Entire home/apt,137.0,5.0,8,2026-02-26,0.3,2,83,3,Low availability,Low review activity,Multi-listing host
1128386510439836615,Welcome home travelers,502037254,Andrew,SEVENTH WARD,42.64893,-73.76886,Entire home/apt,86.0,25.0,2,2024-08-03,0.08,2,210,0,High availability,Low review activity,Multi-listing host
1131258472427093335,"Close to MVP/Airport/SUNY; 45m-1Hr: Saratoga, LG!",440509865,John,FIFTEENTH WARD,42.674853495878494,-73.81692445092622,Entire home/apt,206.0,1.0,122,2026-06-13,5.41,1,328,71,High availability,High review activity,Single-listing host
1134940445251354534,Calling all travelers,521669673,Kody,THIRD WARD,42.65909,-73.75691,Entire home/apt,90.0,14.0,2,2025-05-15,0.08,4,268,0,High availability,Low review activity,Multi-listing host
1135812630237897119,Cozy Bedrooms in Albany,522436003,Adriana,THIRTEENTH WARD,42.6689614,-73.7890379,Private room,46.0,28.0,0,,0.0,6,235,0,High availability,No reviews,Multi-listing host
1136433500940918827,"""The LEO Home"" Private Bedroom 1",349460842,Scott,THIRTEENTH WARD,42.66368,-73.78128,Private room,78.0,6.0,0,,0.0,21,364,0,High availability,No reviews,Multi-listing host
1141525488442370659,North Allen,522436003,Adriana,THIRTEENTH WARD,42.6689614,-73.7890379,Private room,38.0,28.0,2,2025-10-10,0.19,6,236,2,High availability,Low review activity,Multi-listing host
1142832011692120213,Modern Cozy Retreat in Upstate NY-Guest Favorite,129023424,Riccardo,THIRTEENTH WARD,42.67105,-73.7995,Entire home/apt,182.0,2.0,11,2026-05-25,0.44,1,297,5,High availability,Medium review activity,Single-listing host
1146241260871564965,Larson Green,233515764,Etem,SIXTH WARD,42.6524924,-73.7674361,Entire home/apt,157.0,1.0,119,2026-05-17,4.63,8,199,60,High availability,High review activity,Multi-listing host
1147092019793504034,Larson Blue,233515764,Etem,SIXTH WARD,42.65274,-73.76779,Entire home/apt,128.0,2.0,102,2026-05-25,3.95,8,112,30,Medium availability,High review activity,Multi-listing host
1150611568915810847,Albany historic Washington Park,576083630,Joseph,SIXTH WARD,42.6586049,-73.76803290000001,Entire home/apt,164.0,2.0,19,2026-02-26,0.75,1,227,8,High availability,Medium review activity,Single-listing host
1158059552251999833,"""The Albany Allen Home"" Private Bedroom 1",349460842,Scott,TENTH WARD,42.66428,-73.79249,Private room,72.0,28.0,2,2024-11-29,0.09,21,269,0,High availability,Low review activity,Multi-listing host
1158239701426064904,Funky loft studio,502037254,Andrew,THIRD WARD,42.65845,-73.75926,Entire home/apt,108.0,30.0,0,,0.0,2,269,0,High availability,No reviews,Multi-listing host
1164651175585600815,*Private Entrance* Cozy Apt Bright + Modern W/D,47625981,Linda,SEVENTH WARD,42.64727,-73.76758,Entire home/apt,216.0,1.0,16,2026-02-14,0.67,16,309,2,High availability,Medium review activity,Multi-listing host
1171795874799450911,Walk to convention center:Lark St:Capital,232967878,Diana,SIXTH WARD,42.65314,-73.7653,Entire home/apt,235.0,2.0,79,2026-05-13,3.21,14,93,29,Medium availability,High review activity,Multi-listing host
1173390858101803102,New near major medical facility,232967878,Diana,SEVENTH WARD,42.64442,-73.77938,Entire home/apt,400.0,2.0,32,2026-05-17,1.38,14,68,13,Low availability,Medium review activity,Multi-listing host
1182574461437954732,Limited Time Listing,42708277,Rodney,SIXTH WARD,42.6534205,-73.7639758,Entire home/apt,200.0,1.0,39,2026-05-23,1.62,5,55,13,Low availability,Medium review activity,Multi-listing host
1183457852972127594,Upscale Listing-Heart of Albany,42708277,Rodney,SIXTH WARD,42.65227,-73.7646,Entire home/apt,277.0,1.0,43,2026-04-13,1.84,5,36,19,Low availability,Medium review activity,Multi-listing host
1183460523409924571,Albany Business Class Apartment,42708277,Rodney,SIXTH WARD,42.6524,-73.76351,Entire home/apt,187.0,1.0,40,2026-05-18,1.67,5,54,21,Low availability,Medium review activity,Multi-listing host
1185537980724624711,Empire Plaza Apartment,29483818,Ben,SIXTH WARD,42.65327,-73.76181,Entire home/apt,134.0,1.0,249,2026-06-14,10.43,1,123,116,Medium availability,High review activity,Single-listing host
1185591493744586895,"""The Albany Allen Home"" Private Bedroom 3",349460842,Scott,FOURTEENTH WARD,42.66612,-73.79275,Private room,47.0,28.0,0,,0.0,21,209,0,High availability,No reviews,Multi-listing host
1187591175698501325,House near major medical centers/colleges,232967878,Diana,NINTH WARD,42.65502,-73.79183,Entire home/apt,343.0,1.0,29,2025-07-19,1.22,14,62,1,Low availability,Medium review activity,Multi-listing host
1189245100874558445,Beautiful 2 Bedroom with Parking,37769478,Erion,SIXTH WARD,42.65333,-73.7711,Entire home/apt,183.0,1.0,50,2026-06-01,2.35,16,349,26,High availability,Medium review activity,Multi-listing host
1189249179392132534,Pine Hills Stay 1 BDR with Parking,37769478,Erion,TENTH WARD,42.66215,-73.79048,Entire home/apt,179.0,1.0,56,2026-05-17,2.39,16,320,21,High availability,High review activity,Multi-listing host
1191895319439613036,"Room in Albany, 4 minutes from AMC",32379616,Fabiola,TENTH WARD,42.6605291,-73.7831549,Private room,33.0,28.0,2,2026-05-15,0.55,8,363,2,High availability,Low review activity,Multi-listing host
1196459023545165129,Albany Vacation Rental w/ State Capitol Views!,121680792,Evolve,SIXTH WARD,42.655732,-73.764735,Entire home/apt,294.0,5.0,0,,0.0,4,350,0,High availability,No reviews,Multi-listing host
1198592120169206200,"""The LEO Home"" Private Bedroom 2",349460842,Scott,TENTH WARD,42.66269,-73.78163,Private room,71.0,30.0,0,,0.0,21,350,0,High availability,No reviews,Multi-listing host
1201525324551556925,Traveling Medical Professionals,413566290,Victoria,NINTH WARD,42.65506735928797,-73.79768460988998,Private room,55.0,30.0,6,2025-12-18,0.26,3,47,1,Low availability,Low review activity,Multi-listing host
1208695175897245796,"""The Albany Allen Home"" Private Bedroom 5",349460842,Scott,TENTH WARD,42.6639,-73.7927,Private room,72.0,28.0,0,,0.0,21,364,0,High availability,No reviews,Multi-listing host
1209313814437527365,"Dali room, private queen near AMC, UAlbany",20536619,Emily,THIRTEENTH WARD,42.67318,-73.79345,Private room,97.0,4.0,4,2025-08-01,0.19,13,88,2,Low availability,Low review activity,Multi-listing host
1224184445857718550,White Cozy Room,522436003,Adriana,THIRTEENTH WARD,42.66859,-73.78832,Private room,38.0,28.0,4,2026-06-09,0.19,6,336,2,High availability,Low review activity,Multi-listing host
1226835353025929478,Homey Room,522436003,Adriana,THIRTEENTH WARD,42.6689404,-73.78900639999999,Private room,86.0,1.0,0,,0.0,6,350,0,High availability,No reviews,Multi-listing host
1227494196390230149,/Audubon Apartment\ 3bed 1bath built1928 Pine Hill,52123673,Joseph,THIRTEENTH WARD,42.66955,-73.78542,Entire home/apt,194.0,3.0,15,2026-05-04,0.7,3,348,8,High availability,Medium review activity,Multi-listing host
1230257693323535013,King Bed • Workspace • Laundry | Walk to Downtown,106636448,Dan,SIXTH WARD,42.65507161089614,-73.76475094677727,Entire home/apt,253.0,1.0,88,2026-06-04,4.77,1,239,41,High availability,High review activity,Single-listing host
1233366548908684664,Larson Gold,233515764,Etem,SIXTH WARD,42.65173,-73.76786,Entire home/apt,157.0,1.0,116,2026-05-25,5.39,8,217,60,High availability,High review activity,Multi-listing host
1234376912864523021,Spacious Garden Apt in Center Square,564967431,Stephanie,SIXTH WARD,42.65046806904435,-73.7643479581064,Entire home/apt,193.0,1.0,3,2026-06-06,0.15,3,342,1,High availability,Low review activity,Multi-listing host
1242227342075722524,Nice room in downtown albany,594734396,Abdelrahman,SECOND WARD,42.6425,-73.75889,Private room,69.0,1.0,40,2025-08-14,1.91,1,361,6,High availability,Medium review activity,Single-listing host
1252203595666312568,"""The Albany Allen Home"" Private Bedroom 4",349460842,Scott,TENTH WARD,42.665179051217486,-73.79260147965597,Private room,72.0,28.0,1,2025-10-07,0.12,21,304,1,High availability,Low review activity,Multi-listing host
1252258297385952172,staycation CAP region,38324986,Gregory,EIGHTH WARD,42.64548739100758,-73.7896032151887,Entire home/apt,313.0,4.0,0,,0.0,1,362,0,High availability,No reviews,Single-listing host
1252301211909514289,"""The Albany Allen Home"" Private Bedroom 2",349460842,Scott,TENTH WARD,42.66555578069533,-73.79269774597833,Private room,77.0,21.0,1,2024-11-27,0.05,21,358,0,High availability,Low review activity,Multi-listing host
1256391301639690602,Rowhouse 10 One Bedroom,37769478,Erion,SIXTH WARD,42.65422976833157,-73.76982577313373,Entire home/apt,182.0,1.0,26,2026-05-30,1.26,16,331,16,High availability,Medium review activity,Multi-listing host
1256498995571429533,"""The LEO Home"" Private Bedroom 3",349460842,Scott,TENTH WARD,42.66226,-73.78221,Private room,55.0,30.0,0,,0.0,21,161,0,Medium availability,No reviews,Multi-listing host
1264531987910224088,"*Serene* Parkside 2BR Apt: Private Entrance, W/D",47625981,Linda,SEVENTH WARD,42.64762856666501,-73.76751684061892,Entire home/apt,263.0,1.0,43,2026-05-25,2.11,16,333,16,High availability,Medium review activity,Multi-listing host
1265342374507338537,Stylish studio - downtown Albany,564967431,Stephanie,SIXTH WARD,42.65004675077063,-73.76402178164355,Entire home/apt,150.0,1.0,6,2025-03-01,0.3,3,246,0,High availability,Low review activity,Multi-listing host
1268205616603776750,Central Location 1 Bed 1 Bath With Parking,270608641,Aleks,SIXTH WARD,42.65137969505171,-73.76947069212083,Entire home/apt,145.0,1.0,62,2026-05-17,3.14,1,352,45,High availability,High review activity,Single-listing host
1274613024891750632,Two bedroom apartment in the heart of Albany,32379616,Fabiola,THIRD WARD,42.66487530937626,-73.76730339028755,Entire home/apt,85.0,1.0,1,2026-04-13,0.46,8,336,1,High availability,Low review activity,Multi-listing host
1279781671588026640,Spacious & Quiet Townhouse Near Legislative Center,528617680,Paola,SECOND WARD,42.6453112779392,-73.75793399720892,Private room,52.0,1.0,6,2025-02-19,0.3,1,305,0,High availability,Low review activity,Single-listing host
1279846646046615122,Private bedroom 7 minutes from Albany Med,32379616,Fabiola,THIRD WARD,42.664093,-73.7679519,Private room,36.0,28.0,1,2026-03-02,0.28,8,297,1,High availability,Low review activity,Multi-listing host
1284983740417509877,Cowen Residence Hospitality.,661066080,Conseta,FOURTH WARD,42.67445142837617,-73.73835701264711,Entire home/apt,289.0,1.0,5,2025-10-11,0.29,1,177,2,Medium availability,Low review activity,Single-listing host
1289084606313003203,"1 bedroom apt close to hospitals,3min to Albanymed",484673863,Michaela,NINTH WARD,42.6566562848808,-73.78182705491781,Entire home/apt,206.0,1.0,39,2026-03-16,2.03,3,348,10,High availability,Medium review activity,Multi-listing host
1292881870228693830,‘The Blue Home’ Private Bedroom 3 / 1 Full Bath,349460842,Scott,TENTH WARD,42.66229705990609,-73.78175574496683,Private room,46.0,30.0,0,,0.0,21,132,0,Medium availability,No reviews,Multi-listing host
1294330125585979004,Modern Luxury 2 bedroom w/yard,353498132,Michael,EIGHTH WARD,42.64592834063253,-73.79876141165387,Entire home/apt,155.0,13.0,0,,0.0,6,166,0,Medium availability,No reviews,Multi-listing host
1295804289767410494,'The Blue Home' Private Bedroom 1 / 1 Full Bath,349460842,Scott,THIRTEENTH WARD,42.66345629680885,-73.7818281544101,Private room,71.0,30.0,1,2025-09-17,0.11,21,227,1,High availability,Low review activity,Multi-listing host
1296651761769034648,Room in Albany,663670719,Elhadj,THIRTEENTH WARD,42.66434543814111,-73.77874573138119,Private room,63.0,1.0,11,2025-10-01,0.65,3,226,2,High availability,Medium review activity,Multi-listing host
1296756366433115082,"Room In Albany, NY",663670719,Elhadj,ELEVENTH WARD,42.66294970341223,-73.7789027115689,Private room,63.0,1.0,124,2026-06-05,6.61,3,306,80,High availability,High review activity,Multi-listing host
1298067362380112500,Fresh & Modernized 2BR Fl 1 Apt @ Downtown Albany,44434571,Earl Vanze,SECOND WARD,42.64441207268658,-73.7522667363394,Entire home/apt,230.0,1.0,58,2026-05-17,3.27,11,350,37,High availability,High review activity,Multi-listing host
1308084493028885153,‘The Blue Home’ Private Bedroom 2 / 1 Full Bath,349460842,Scott,TENTH WARD,42.66299894556866,-73.7825558531992,Private room,72.0,28.0,1,2025-08-13,0.1,21,177,1,Medium availability,Low review activity,Multi-listing host
1308111521841678866,‘The Blue Home’ Private Bedroom 4 / 1 Full Bath,349460842,Scott,TENTH WARD,42.66239946679698,-73.78271260107455,Private room,71.0,30.0,0,,0.0,21,339,0,High availability,No reviews,Multi-listing host
1310170283925918533,Private Room In Albany,663670719,Elhadj,ELEVENTH WARD,42.66375890730826,-73.77674406705056,Private room,66.0,1.0,71,2026-05-22,3.93,3,282,44,High availability,High review activity,Multi-listing host
1319619558594743733,Prime Location - 1 Bedroom,559146397,Cathleen,SIXTH WARD,42.65331,-73.76971,Entire home/apt,95.0,31.0,0,,0.0,2,318,0,High availability,No reviews,Multi-listing host
1319649416178819713,The Sweet spot,252422913,Dennis,FIFTEENTH WARD,42.67077854215789,-73.82525054567722,Entire home/apt,245.0,2.0,8,2026-05-27,0.56,1,171,7,Medium availability,Low review activity,Single-listing host
1328247359330291677,The Whisky House,666182267,Tyler,SIXTH WARD,42.65015,-73.76337,Entire home/apt,196.0,2.0,54,2026-06-15,3.27,1,254,42,High availability,High review activity,Single-listing host
1328401906195927790,Top of The Capital,392074908,Jerry,SIXTH WARD,42.65262,-73.76134,Entire home/apt,161.0,2.0,6,2026-05-18,0.38,3,321,2,High availability,Low review activity,Multi-listing host
1329355205441244604,Albany Prime Location - 1 Bed,559146397,Cathleen,SIXTH WARD,42.65344807383542,-73.76942854374647,Entire home/apt,97.0,31.0,0,,0.0,2,333,0,High availability,No reviews,Multi-listing host
1334238579190312184,Charming & Roomy 3BR/1BA Fl 2 Apt @Downtown Albany,44434571,Earl Vanze,SECOND WARD,42.6440750005831,-73.75452790055822,Entire home/apt,229.0,1.0,51,2026-06-07,3.45,11,302,41,High availability,High review activity,Multi-listing host
1346801758960246004,Center Sq 1BR| Walk to Capitol | Parking | Lark St,299638115,Flerida,SIXTH WARD,42.6556643,-73.7618859,Entire home/apt,158.0,1.0,17,2026-05-24,1.44,4,361,17,High availability,Medium review activity,Multi-listing host
1350872245042831459,Capital City Escape,10279606,Nori,FIFTEENTH WARD,42.67003713546928,-73.82302715231661,Entire home/apt,371.0,1.0,82,2026-06-07,5.06,3,337,61,High availability,High review activity,Multi-listing host
1358581858384454275,Two bedroom apartment in Albany,32379616,Fabiola,THIRD WARD,42.66526304906058,-73.76716070107956,Entire home/apt,94.0,28.0,0,,0.0,8,346,0,High availability,No reviews,Multi-listing host
1363867065584533091,A piece of mind,650062372,The Essencesless Cozy Stay,THIRTEENTH WARD,42.66891,-73.79096,Entire home/apt,349.0,1.0,8,2026-03-22,0.59,1,319,5,High availability,Low review activity,Single-listing host
1366933239765507591,Vacation Home in Albany,680411288,Stephanie,EIGHTH WARD,42.64533014600323,-73.789131045637,Entire home/apt,354.0,2.0,51,2026-05-25,3.36,1,214,36,High availability,High review activity,Single-listing host
1369127908322228929,Capital Comfort Stay,584109093,Cecilia,FOURTH WARD,42.66159372265361,-73.75439956511829,Entire home/apt,149.0,1.0,57,2026-06-14,3.74,1,318,48,High availability,High review activity,Single-listing host
1369145599555854547,Lovely located 2 bdrm - Steps - Dwntwn & Hospitals,521669673,Kody,FIFTH WARD,42.66023621248564,-73.75777994908182,Entire home/apt,84.0,14.0,0,,0.0,4,274,0,High availability,No reviews,Multi-listing host
1369768924474303403,Near Hospitals: Home w/ Yard in Albany!,121680792,Evolve,FIRST WARD,42.63962651941938,-73.7733080081594,Entire home/apt,273.0,2.0,1,2025-10-18,0.12,4,361,1,High availability,Low review activity,Multi-listing host
1371626040166892504,Central cozy 4 bedroom w/King bed,20536619,Emily,TENTH WARD,42.66315402479468,-73.78910123743358,Entire home/apt,165.0,28.0,1,2025-08-04,0.09,13,169,1,Medium availability,Low review activity,Multi-listing host
1371829070623409671,"Walk to Albany Med, MVP Arena, Washington Park",265861488,Vander,SIXTH WARD,42.65040602684423,-73.76433185078635,Entire home/apt,132.0,1.0,97,2026-06-15,6.66,1,305,81,High availability,High review activity,Single-listing host
1374747174653747946,Family Home|Playground|Fire Pit|Driveway|Movies,193923901,Liza,FOURTEENTH WARD,42.67057,-73.80939,Entire home/apt,354.0,1.0,38,2026-06-12,3.43,1,287,38,High availability,Medium review activity,Single-listing host
1375007693720508441,A peaceful home away from home,385963105,Samantha,FOURTEENTH WARD,42.66598411229728,-73.81880097091198,Entire home/apt,220.0,7.0,3,2025-11-01,0.23,1,68,2,Low availability,Low review activity,Single-listing host
1376989617162173438,Cozy Sunshine,233515764,Etem,SEVENTH WARD,42.64764408604364,-73.7715925383664,Entire home/apt,148.0,1.0,13,2026-03-11,0.88,8,209,11,High availability,Medium review activity,Multi-listing host
1379906377578749938,Cozy Sunset,233515764,Etem,SEVENTH WARD,42.64628669280813,-73.7715308891403,Entire home/apt,148.0,1.0,47,2026-05-15,3.12,8,301,38,High availability,Medium review activity,Multi-listing host
1381163571420241600,Elegant Albany Home Next Downtown W/Free Breakfast,466790114,⁨Premier Stay Co.⁩,ELEVENTH WARD,42.68231684583981,-73.7836715628194,Entire home/apt,87.0,1.0,17,2026-03-07,1.15,29,363,11,High availability,Medium review activity,Multi-listing host
1383513241348424944,Cozy Home 5 STAR AREA W/Parking,654226760,Chris,FOURTEENTH WARD,42.66191,-73.7974412,Entire home/apt,297.0,1.0,62,2026-06-15,5.31,1,356,62,High availability,High review activity,Single-listing host
1390171272060324410,New Large Bedroom! Has Parking!,55596850,Alain,NINTH WARD,42.66002,-73.79333,Private room,55.0,8.0,1,2025-05-15,0.08,3,258,0,High availability,Low review activity,Multi-listing host
1393482542585537728,Albany Cozy Room Next to downtown W/breakfast,466790114,⁨Premier Stay Co.⁩,FIFTH WARD,42.67652148547361,-73.78111383843994,Entire home/apt,88.0,1.0,12,2026-05-09,0.84,29,363,10,High availability,Medium review activity,Multi-listing host
1393634936904017469,"New Bedroom! Centrally located, Includes Laundry!",55596850,Alain,NINTH WARD,42.659475284293904,-73.79368120012339,Private room,56.0,7.0,5,2025-12-20,0.36,3,271,3,High availability,Low review activity,Multi-listing host
1395671676833912969,The Small Yellow Room with twin bed /tv,116935236,F S,THIRTEENTH WARD,42.669917189344,-73.78632927186241,Private room,57.0,5.0,4,2026-05-29,0.4,5,319,4,High availability,Low review activity,Multi-listing host
1396921235971014566,New Bedroom Centrally Located! Parking & Laundry,55596850,Alain,FOURTEENTH WARD,42.661116057130855,-73.79408139551636,Private room,38.0,28.0,3,2025-08-30,0.25,3,257,3,High availability,Low review activity,Multi-listing host
1402461183704514588,4 bedroom house with all the amenities,32379616,Fabiola,TENTH WARD,42.6605291,-73.7831549,Entire home/apt,120.0,14.0,2,2025-08-10,0.17,8,359,2,High availability,Low review activity,Multi-listing host
1405327220192978468,Room near SUNY Albany and 4 minutes from AMC,32379616,Fabiola,TENTH WARD,42.659903296506094,-73.78257397435888,Private room,36.0,28.0,0,,0.0,8,305,0,High availability,No reviews,Multi-listing host
1409646921435856252,Albany Getaway Near Brewery District,692671333,Paul,FOURTH WARD,42.67225930444639,-73.7390519905538,Entire home/apt,159.0,2.0,7,2026-06-05,0.72,1,57,7,Low availability,Low review activity,Single-listing host
1429997390383679972,Downtown ALB • Hot Tub • Game Room • Free Parking,71003491,Yasiel,THIRD WARD,42.65665,-73.74868,Entire home/apt,540.0,2.0,22,2026-05-28,2.14,1,241,22,High availability,Medium review activity,Single-listing host
1432721201430838386,/Purple Potty\3bed1ba Apartment,52123673,Joseph,THIRTEENTH WARD,42.669159851758046,-73.78528794056903,Entire home/apt,259.0,2.0,4,2025-08-31,0.36,3,350,4,High availability,Low review activity,Multi-listing host
1432823196473666155,"Charming, Spacious Apt Downtown Albany",531209536,Amar,THIRD WARD,42.6579207870488,-73.75026566418697,Entire home/apt,157.0,1.0,1,2026-02-22,0.25,2,110,1,Medium availability,Low review activity,Multi-listing host
1434108183586713709,Albany Cozy Suite Close to Downtown with Breakfast,466790114,⁨Premier Stay Co.⁩,ELEVENTH WARD,42.682246872011966,-73.78338389658927,Entire home/apt,94.0,1.0,21,2026-05-29,1.68,29,364,20,High availability,Medium review activity,Multi-listing host
1434112653259573474,Stylish Albany Room W/Breakfast Next to Downtown.,466790114,⁨Premier Stay Co.⁩,ELEVENTH WARD,42.680525565301686,-73.7852461638938,Entire home/apt,85.0,1.0,7,2025-11-21,0.62,29,358,7,High availability,Low review activity,Multi-listing host
1435590570769303352,Cozy apartment in beautiful Downtown Albany,167102397,Nathan,SIXTH WARD,42.65422697397571,-73.76720390736077,Entire home/apt,117.0,2.0,29,2026-06-09,2.43,2,243,29,High availability,Medium review activity,Multi-listing host
1439472202376740681,Timelessly Restored 2-Bed Fl 2 Apt @DowntownAlbany,44434571,Earl Vanze,SECOND WARD,42.64439,-73.75296,Entire home/apt,242.0,1.0,35,2026-05-24,2.91,11,167,35,Medium availability,Medium review activity,Multi-listing host
1441615290727481693,Room close to AMed and St peters,652223872,Umit,TENTH WARD,42.66035,-73.78296,Private room,44.0,3.0,2,2025-07-30,0.17,1,365,2,High availability,Low review activity,Single-listing host
1447202556849361134,/Red Den Apartment\3bed1bath,52123673,Joseph,THIRTEENTH WARD,42.66951,-73.78736,Entire home/apt,220.0,2.0,3,2025-11-28,0.27,3,361,3,High availability,Low review activity,Multi-listing host
1448501719166920474,Comfy & Convenient 2-Bed Fl 1 Apt @DowntownAlbany,44434571,Earl Vanze,SECOND WARD,42.64587,-73.75356,Entire home/apt,180.0,1.0,15,2026-03-30,1.3,11,353,15,High availability,Medium review activity,Multi-listing host
1450136720901316807,A charming apartment.,675767467,Jeffrey,SECOND WARD,42.64535,-73.75678,Entire home/apt,75.0,1.0,88,2026-06-14,8.07,2,319,88,High availability,High review activity,Multi-listing host
1450156329560932974,Spacious convenient to Hospital and capital,675767467,Jeffrey,SECOND WARD,42.64510481133944,-73.75712113379716,Entire home/apt,75.0,1.0,84,2026-06-07,7.54,2,323,84,High availability,High review activity,Multi-listing host
1453848711003760340,Cozy Monthly | Pvt | W/D | Pets,172658781,Jessica,NINTH WARD,42.6561578,-73.7921126,Entire home/apt,107.0,31.0,2,2026-03-02,0.29,2,70,2,Low availability,Low review activity,Multi-listing host
1454415655361201543,Albany Cozy Stay W/Breakfast Close to Downtown,466790114,⁨Premier Stay Co.⁩,FIFTH WARD,42.67619,-73.78121,Entire home/apt,83.0,1.0,3,2026-02-08,0.28,29,365,3,High availability,Low review activity,Multi-listing host
1454417108090792705,Albany Cozy Room W/Breakfast Next to Downtown,466790114,⁨Premier Stay Co.⁩,FIFTH WARD,42.67639,-73.78086,Entire home/apt,90.0,1.0,15,2026-05-17,1.35,29,363,15,High availability,Medium review activity,Multi-listing host
1454418356838968327,Albany Cozy room W/Breakfast Close to Downtown,466790114,⁨Premier Stay Co.⁩,FIFTH WARD,42.67612,-73.78092,Entire home/apt,104.0,1.0,21,2026-03-18,1.81,29,361,21,High availability,Medium review activity,Multi-listing host
1455799924350084157,Charming 1 Bedroom House,37769478,Erion,TENTH WARD,42.66355584811417,-73.7934588865277,Entire home/apt,160.0,1.0,7,2026-05-02,0.62,16,353,7,High availability,Low review activity,Multi-listing host
1459126168828019962,The Dove: A Peaceful Large Studio Private Bathroom,363028988,Roland,FOURTEENTH WARD,42.6677,-73.80023,Entire home/apt,81.0,5.0,24,2026-05-26,2.14,5,300,24,High availability,Medium review activity,Multi-listing host
1459718314728545998,Historic Downtown Albany 2 Bdrm,272907816,Angela,SECOND WARD,42.64604,-73.75419,Entire home/apt,309.0,1.0,17,2026-06-14,1.54,3,83,17,Low availability,Medium review activity,Multi-listing host
1462505515338851900,2BR w/ Parking + deck - Near Downtown & MVP Arena,181867269,Andres,SECOND WARD,42.64403,-73.75853,Entire home/apt,199.0,1.0,52,2026-06-14,4.8,2,322,52,High availability,High review activity,Multi-listing host
1464782804892875821,2BR w/ Parking + Deck • Near MVP Arena,181867269,Andres,SECOND WARD,42.64491,-73.7594,Entire home/apt,199.0,1.0,38,2026-06-14,3.54,2,343,38,High availability,Medium review activity,Multi-listing host
1465797274904716360,Downtown Living Space,418250661,Stephanie,THIRD WARD,42.65704,-73.75167,Entire home/apt,133.0,14.0,0,,0.0,2,350,0,High availability,No reviews,Multi-listing host
1468113967156529966,Albany Luxury Room W/Breakfast Next to Downtown,466790114,⁨Premier Stay Co.⁩,FIFTH WARD,42.67627,-73.78226,Entire home/apt,91.0,1.0,6,2026-05-09,0.63,29,360,6,High availability,Low review activity,Multi-listing host
