id,name,host_id,host_profile_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
1121699903906738345,Cozy apartment in Albany,1761578,1462577741228520078,Grant,,SIXTH WARD,42.65314,-73.76546,Entire home/apt,314,2,6,2025-02-18,0.22,2,161,0,
1123231471304541808,"Modern townhouse 2 Bedrooms, King Bed, parking",10279606,1462836303318100245,Nori,,FIFTEENTH WARD,42.66901,-73.82402,Entire home/apt,219,2,89,2026-05-26,3.38,3,293,39,
1124558577325015506,Charming 1BR Near Capitol-Dwntwn,46312980,1465693635129179662,Robert,,SECOND WARD,42.646032,-73.760482,Entire home/apt,116,3,7,2026-05-09,0.28,2,216,3,
1124632058968031818,Modern Duplex - Historical Home,46312980,1465693635129179662,Robert,,SECOND WARD,42.646032,-73.760482,Entire home/apt,137,5,8,2026-02-26,0.30,2,83,3,
1128386510439836615,Welcome home travelers,502037254,1470257337985356382,Andrew,,SEVENTH WARD,42.64893,-73.76886,Entire home/apt,86,25,2,2024-08-03,0.08,2,210,0,
1131258472427093335,"Close to MVP/Airport/SUNY; 45m-1Hr: Saratoga, LG!",440509865,1469988841633864492,John,,FIFTEENTH WARD,42.674853495878494,-73.81692445092622,Entire home/apt,206,1,122,2026-06-13,5.41,1,328,71,
1134940445251354534,Calling all travelers,521669673,1470347340308191612,Kody,,THIRD WARD,42.65909,-73.75691,Entire home/apt,90,14,2,2025-05-15,0.08,4,268,0,
1135812630237897119,Cozy Bedrooms in Albany,522436003,1470350667412351703,Adriana,,THIRTEENTH WARD,42.6689614,-73.7890379,Private room,46,28,0,,,6,235,0,
1136433500940918827,"""The LEO Home"" Private Bedroom 1",349460842,1469695254081708328,Scott,,THIRTEENTH WARD,42.66368,-73.78128,Private room,78,6,0,,,21,364,0,
1141525488442370659,North Allen,522436003,1470350667412351703,Adriana,,THIRTEENTH WARD,42.6689614,-73.7890379,Private room,38,28,2,2025-10-10,0.19,6,236,2,
1142828940864329671,Safe Comfy Cozy 2 bedrooms.,574235481,1470568128206675385,Lavern,,FIRST WARD,42.64094,-73.7767,Entire home/apt,,2,4,2024-07-06,0.15,1,0,0,
1142832011692120213,Modern Cozy Retreat in Upstate NY-Guest Favorite,129023424,1468294562732566445,Riccardo,,THIRTEENTH WARD,42.67105,-73.7995,Entire home/apt,182,2,11,2026-05-25,0.44,1,297,5,
1146241260871564965,Larson Green,233515764,1469243869147543959,Etem,,SIXTH WARD,42.6524924,-73.7674361,Entire home/apt,157,1,119,2026-05-17,4.63,8,199,60,
1147092019793504034,Larson Blue,233515764,1469243869147543959,Etem,,SIXTH WARD,42.65274,-73.76779,Entire home/apt,128,2,102,2026-05-25,3.95,8,112,30,
1150611568915810847,Albany historic Washington Park,576083630,1470573709838300867,Joseph,,SIXTH WARD,42.6586049,-73.76803290000001,Entire home/apt,164,2,19,2026-02-26,0.75,1,227,8,
1158059552251999833,"""The Albany Allen Home"" Private Bedroom 1",349460842,1469695254081708328,Scott,,TENTH WARD,42.66428,-73.79249,Private room,72,28,2,2024-11-29,0.09,21,269,0,
1158239701426064904,Funky loft studio,502037254,1470257337985356382,Andrew,,THIRD WARD,42.65845,-73.75926,Entire home/apt,108,30,0,,,2,269,0,
1164651175585600815,*Private Entrance* Cozy Apt Bright + Modern W/D,47625981,1462707263288165799,Linda,,SEVENTH WARD,42.64727,-73.76758,Entire home/apt,216,1,16,2026-02-14,0.67,16,309,2,
1171795874799450911,Walk to convention center:Lark St:Capital,232967878,1468802372405829537,Diana,,SIXTH WARD,42.65314,-73.7653,Entire home/apt,235,2,79,2026-05-13,3.21,14,93,29,
1173390858101803102,New near major medical facility,232967878,1468802372405829537,Diana,,SEVENTH WARD,42.64442,-73.77938,Entire home/apt,400,2,32,2026-05-17,1.38,14,68,13,
1174544643387116469,"Spacious, Modern Gem in Melrose - Pet Friendly",441054845,1469990977034908433,Thaddeus,,THIRTEENTH WARD,42.66894,-73.79549,Entire home/apt,,2,76,2026-05-10,3.09,2,0,21,
1182574461437954732,Limited Time Listing,42708277,1465634482472875867,Rodney,,SIXTH WARD,42.6534205,-73.7639758,Entire home/apt,200,1,39,2026-05-23,1.62,5,55,13,
1183457852972127594,Upscale Listing-Heart of Albany,42708277,1465634482472875867,Rodney,,SIXTH WARD,42.65227,-73.7646,Entire home/apt,277,1,43,2026-04-13,1.84,5,36,19,
1183460523409924571,Albany Business Class Apartment,42708277,1465634482472875867,Rodney,,SIXTH WARD,42.6524,-73.76351,Entire home/apt,187,1,40,2026-05-18,1.67,5,54,21,
1185537980724624711,Empire Plaza Apartment,29483818,1465433984808331817,Ben,,SIXTH WARD,42.65327,-73.76181,Entire home/apt,134,1,249,2026-06-14,10.43,1,123,116,
1185591493744586895,"""The Albany Allen Home"" Private Bedroom 3",349460842,1469695254081708328,Scott,,FOURTEENTH WARD,42.66612,-73.79275,Private room,47,28,0,,,21,209,0,
1187591175698501325,House near major medical centers/colleges,232967878,1468802372405829537,Diana,,NINTH WARD,42.65502,-73.79183,Entire home/apt,343,1,29,2025-07-19,1.22,14,62,1,
1189245100874558445,Beautiful 2 Bedroom with Parking,37769478,1465565296852923022,Erion,,SIXTH WARD,42.65333,-73.7711,Entire home/apt,183,1,50,2026-06-01,2.35,16,349,26,
1189249179392132534,Pine Hills Stay 1 BDR with Parking,37769478,1465565296852923022,Erion,,TENTH WARD,42.66215,-73.79048,Entire home/apt,179,1,56,2026-05-17,2.39,16,320,21,
1191895319439613036,"Room in Albany, 4 minutes from AMC",32379616,1465475491698528907,Fabiola,,TENTH WARD,42.6605291,-73.7831549,Private room,33,28,2,2026-05-15,0.55,8,363,2,
1196459023545165129,Albany Vacation Rental w/ State Capitol Views!,121680792,1468235421089255785,Evolve,,SIXTH WARD,42.655732,-73.764735,Entire home/apt,294,5,0,,,4,350,0,
1198592120169206200,"""The LEO Home"" Private Bedroom 2",349460842,1469695254081708328,Scott,,TENTH WARD,42.66269,-73.78163,Private room,71,30,0,,,21,350,0,
1201525324551556925,Traveling Medical Professionals,413566290,1469883571234603399,Victoria,,NINTH WARD,42.65506735928797,-73.79768460988998,Private room,55,30,6,2025-12-18,0.26,3,47,1,
1208695175897245796,"""The Albany Allen Home"" Private Bedroom 5",349460842,1469695254081708328,Scott,,TENTH WARD,42.6639,-73.7927,Private room,72,28,0,,,21,364,0,
1209313814437527365,"Dali room, private queen near AMC, UAlbany",20536619,1462613529423158163,Emily,,THIRTEENTH WARD,42.67318,-73.79345,Private room,97,4,4,2025-08-01,0.19,13,88,2,
1224184445857718550,White Cozy Room,522436003,1470350667412351703,Adriana,,THIRTEENTH WARD,42.66859,-73.78832,Private room,38,28,4,2026-06-09,0.19,6,336,2,
1226835353025929478,Homey Room,522436003,1470350667412351703,Adriana,,THIRTEENTH WARD,42.6689404,-73.78900639999999,Private room,86,1,0,,,6,350,0,
1227494196390230149,/Audubon Apartment\ 3bed 1bath built1928 Pine Hill,52123673,1465829687105391120,Joseph,,THIRTEENTH WARD,42.66955,-73.78542,Entire home/apt,194,3,15,2026-05-04,0.70,3,348,8,
1230257693323535013,King Bed • Workspace • Laundry | Walk to Downtown,106636448,1467292946251360148,Dan,,SIXTH WARD,42.65507161089614,-73.76475094677727,Entire home/apt,253,1,88,2026-06-04,4.77,1,239,41,
1233366548908684664,Larson Gold,233515764,1469243869147543959,Etem,,SIXTH WARD,42.65173,-73.76786,Entire home/apt,157,1,116,2026-05-25,5.39,8,217,60,
1234376912864523021,Spacious Garden Apt in Center Square,564967431,1470493488948741235,Stephanie,,SIXTH WARD,42.65046806904435,-73.7643479581064,Entire home/apt,193,1,3,2026-06-06,0.15,3,342,1,
1242227342075722524,Nice room in downtown albany,594734396,1470623721755290090,Abdelrahman,,SECOND WARD,42.6425,-73.75889,Private room,69,1,40,2025-08-14,1.91,1,361,6,
1252203595666312568,"""The Albany Allen Home"" Private Bedroom 4",349460842,1469695254081708328,Scott,,TENTH WARD,42.665179051217486,-73.79260147965597,Private room,72,28,1,2025-10-07,0.12,21,304,1,
1252258297385952172,staycation CAP region,38324986,1465573387622962476,Gregory,,EIGHTH WARD,42.64548739100758,-73.7896032151887,Entire home/apt,313,4,0,,,1,362,0,
1252301211909514289,"""The Albany Allen Home"" Private Bedroom 2",349460842,1469695254081708328,Scott,,TENTH WARD,42.66555578069533,-73.79269774597833,Private room,77,21,1,2024-11-27,0.05,21,358,0,
1256391301639690602,Rowhouse 10 One Bedroom,37769478,1465565296852923022,Erion,,SIXTH WARD,42.65422976833157,-73.76982577313373,Entire home/apt,182,1,26,2026-05-30,1.26,16,331,16,
1256498995571429533,"""The LEO Home"" Private Bedroom 3",349460842,1469695254081708328,Scott,,TENTH WARD,42.66226,-73.78221,Private room,55,30,0,,,21,161,0,
1264531987910224088,"*Serene* Parkside 2BR Apt: Private Entrance, W/D",47625981,1462707263288165799,Linda,,SEVENTH WARD,42.64762856666501,-73.76751684061892,Entire home/apt,263,1,43,2026-05-25,2.11,16,333,16,
1265342374507338537,Stylish studio - downtown Albany,564967431,1470493488948741235,Stephanie,,SIXTH WARD,42.65004675077063,-73.76402178164355,Entire home/apt,150,1,6,2025-03-01,0.30,3,246,0,
1266676779473584420,Row house on the park,1017349,1462535916076052135,Chris,,SIXTH WARD,42.65319027333566,-73.76970599961155,Private room,,1,1,2024-10-26,0.05,1,82,0,
1268205616603776750,Central Location 1 Bed 1 Bath With Parking,270608641,1469429290124332461,Aleks,,SIXTH WARD,42.65137969505171,-73.76947069212083,Entire home/apt,145,1,62,2026-05-17,3.14,1,352,45,
1273861365984558378,Short term across from UAlbany,658588120,1470654189534900141,Melinda,,TWELFTH WARD,42.686850591818136,-73.81405551801146,Entire home/apt,,365,0,,,1,358,0,
1274613024891750632,Two bedroom apartment in the heart of Albany,32379616,1465475491698528907,Fabiola,,THIRD WARD,42.66487530937626,-73.76730339028755,Entire home/apt,85,1,1,2026-04-13,0.46,8,336,1,
1279781671588026640,Spacious & Quiet Townhouse Near Legislative Center,528617680,1470376282510767044,Paola,,SECOND WARD,42.6453112779392,-73.75793399720892,Private room,52,1,6,2025-02-19,0.30,1,305,0,
1279846646046615122,Private bedroom 7 minutes from Albany Med,32379616,1465475491698528907,Fabiola,,THIRD WARD,42.664093,-73.7679519,Private room,36,28,1,2026-03-02,0.28,8,297,1,
1284983740417509877,Cowen Residence Hospitality.,661066080,1470659732234285605,Conseta,,FOURTH WARD,42.67445142837617,-73.73835701264711,Entire home/apt,289,1,5,2025-10-11,0.29,1,177,2,
1289084606313003203,"1 bedroom apt close to hospitals,3min to Albanymed",484673863,1463812301581155362,Michaela,,NINTH WARD,42.656656284880796,-73.78182705491781,Entire home/apt,206,1,39,2026-03-16,2.03,3,348,10,
1292881870228693830,‘The Blue Home’ Private Bedroom 3 / 1 Full Bath,349460842,1469695254081708328,Scott,,TENTH WARD,42.66229705990609,-73.78175574496683,Private room,46,30,0,,,21,132,0,
1294330125585979004,Modern Luxury 2 bedroom w/yard,353498132,1463513883551164046,Michael,,EIGHTH WARD,42.64592834063253,-73.79876141165387,Entire home/apt,155,13,0,,,6,166,0,
1295804289767410494,'The Blue Home' Private Bedroom 1 / 1 Full Bath,349460842,1469695254081708328,Scott,,THIRTEENTH WARD,42.66345629680885,-73.7818281544101,Private room,71,30,1,2025-09-17,0.11,21,227,1,
1296651761769034648,Room in Albany,663670719,1470665576048474999,Elhadj,,THIRTEENTH WARD,42.664345438141105,-73.77874573138119,Private room,63,1,11,2025-10-01,0.65,3,226,2,
1296756366433115082,"Room In Albany, NY",663670719,1470665576048474999,Elhadj,,ELEVENTH WARD,42.66294970341223,-73.7789027115689,Private room,63,1,124,2026-06-05,6.61,3,306,80,
1298067362380112500,Fresh & Modernized 2BR Fl 1 Apt @ Downtown Albany,44434571,1462696988014217001,Earl Vanze,,SECOND WARD,42.64441207268658,-73.7522667363394,Entire home/apt,230,1,58,2026-05-17,3.27,11,350,37,
1308084493028885153,‘The Blue Home’ Private Bedroom 2 / 1 Full Bath,349460842,1469695254081708328,Scott,,TENTH WARD,42.66299894556866,-73.7825558531992,Private room,72,28,1,2025-08-13,0.10,21,177,1,
1308111521841678866,‘The Blue Home’ Private Bedroom 4 / 1 Full Bath,349460842,1469695254081708328,Scott,,TENTH WARD,42.66239946679698,-73.78271260107455,Private room,71,30,0,,,21,339,0,
1310170283925918533,Private Room In Albany,663670719,1470665576048474999,Elhadj,,ELEVENTH WARD,42.66375890730826,-73.77674406705056,Private room,66,1,71,2026-05-22,3.93,3,282,44,
1319619558594743733,Prime Location - 1 Bedroom,559146397,1470499883524653583,Cathleen,,SIXTH WARD,42.65331,-73.76971,Entire home/apt,95,31,0,,,2,318,0,
1319649416178819713,The Sweet spot,252422913,1469337246188155039,Dennis,,FIFTEENTH WARD,42.67077854215789,-73.82525054567722,Entire home/apt,245,2,8,2026-05-27,0.56,1,171,7,
1328247359330291677,The Whisky House,666182267,1463919623064717382,Tyler,,SIXTH WARD,42.65015,-73.76337,Entire home/apt,196,2,54,2026-06-15,3.27,1,254,42,
1328401906195927790,Top of The Capital,392074908,1463595615159577266,Jerry,,SIXTH WARD,42.65262,-73.76134,Entire home/apt,161,2,6,2026-05-18,0.38,3,321,2,
1329355205441244604,Albany Prime Location - 1 Bed,559146397,1470499883524653583,Cathleen,,SIXTH WARD,42.65344807383542,-73.76942854374647,Entire home/apt,97,31,0,,,2,333,0,
1334238579190312184,Charming & Roomy 3BR/1BA Fl 2 Apt @Downtown Albany,44434571,1462696988014217001,Earl Vanze,,SECOND WARD,42.6440750005831,-73.75452790055822,Entire home/apt,229,1,51,2026-06-07,3.45,11,302,41,
1346801758960246004,Center Sq 1BR| Walk to Capitol | Parking | Lark St,299638115,1469539483862628822,Flerida,,SIXTH WARD,42.6556643,-73.7618859,Entire home/apt,158,1,17,2026-05-24,1.44,4,361,17,
1350872245042831459,Capital City Escape,10279606,1462836303318100245,Nori,,FIFTEENTH WARD,42.67003713546928,-73.82302715231661,Entire home/apt,371,1,82,2026-06-07,5.06,3,337,61,
1358581858384454275,Two bedroom apartment in Albany,32379616,1465475491698528907,Fabiola,,THIRD WARD,42.66526304906058,-73.76716070107956,Entire home/apt,94,28,0,,,8,346,0,
1363867065584533091,A piece of mind,650062372,1470635778704216166,The Essencesless Cozy Stay,,THIRTEENTH WARD,42.66891,-73.79096,Entire home/apt,349,1,8,2026-03-22,0.59,1,319,5,
1366933239765507591,Vacation Home in Albany,680411288,1470701345227945948,Stephanie,,EIGHTH WARD,42.64533014600323,-73.789131045637,Entire home/apt,354,2,51,2026-05-25,3.36,1,214,36,
1369127908322228929,Capital Comfort Stay,584109093,1470597095475582937,Cecilia,,FOURTH WARD,42.66159372265361,-73.75439956511829,Entire home/apt,149,1,57,2026-06-14,3.74,1,318,48,
1369145599555854547,Lovely located 2 bdrm - Steps - Dwntwn & Hospitals,521669673,1470347340308191612,Kody,,FIFTH WARD,42.66023621248564,-73.75777994908182,Entire home/apt,84,14,0,,,4,274,0,
1369768924474303403,Near Hospitals: Home w/ Yard in Albany!,121680792,1468235421089255785,Evolve,,FIRST WARD,42.63962651941938,-73.7733080081594,Entire home/apt,273,2,1,2025-10-18,0.12,4,361,1,
1371626040166892504,Central cozy 4 bedroom w/King bed,20536619,1462613529423158163,Emily,,TENTH WARD,42.66315402479468,-73.78910123743358,Entire home/apt,165,28,1,2025-08-04,0.09,13,169,1,
1371829070623409671,"Walk to Albany Med, MVP Arena, Washington Park",265861488,1469406085973611788,Vander,,SIXTH WARD,42.65040602684423,-73.76433185078635,Entire home/apt,132,1,97,2026-06-15,6.66,1,305,81,
1374747174653747946,Family Home|Playground|Fire Pit|Driveway|Movies,193923901,1469009744438959087,Liza,,FOURTEENTH WARD,42.67057,-73.80939,Entire home/apt,354,1,38,2026-06-12,3.43,1,287,38,
1375007693720508441,A peaceful home away from home,385963105,1469793713240877657,Samantha,,FOURTEENTH WARD,42.66598411229728,-73.81880097091198,Entire home/apt,220,7,3,2025-11-01,0.23,1,68,2,
1376989617162173438,Cozy Sunshine,233515764,1469243869147543959,Etem,,SEVENTH WARD,42.64764408604364,-73.7715925383664,Entire home/apt,148,1,13,2026-03-11,0.88,8,209,11,
1377446918025263146,"Woodlands room, private queen, walk to AMC",20536619,1462613529423158163,Emily,,TENTH WARD,42.66148231183373,-73.78761856260732,Private room,,56,3,2025-10-26,0.28,13,0,3,
1377471842094741150,"Crimson private queen room, walk to Albany Med",20536619,1462613529423158163,Emily,,TENTH WARD,42.66310642184764,-73.78716159656459,Private room,,56,2,2025-11-23,0.22,13,0,2,
1377480167938312156,"Peony room, private w/ King bed!",20536619,1462613529423158163,Emily,,TENTH WARD,42.66183099633526,-73.78755056940085,Private room,,56,2,2025-11-23,0.17,13,0,2,
1379906377578749938,Cozy Sunset,233515764,1469243869147543959,Etem,,SEVENTH WARD,42.64628669280813,-73.7715308891403,Entire home/apt,148,1,47,2026-05-15,3.12,8,301,38,
1381163571420241600,Elegant Albany Home Next Downtown W/Free Breakfast,466790114,1468113968197472369,⁨Premier Stay Co.⁩,,ELEVENTH WARD,42.68231684583981,-73.7836715628194,Entire home/apt,87,1,17,2026-03-07,1.15,29,363,11,
1383513241348424944,Cozy Home 5 STAR AREA W/Parking,654226760,1470644572508600300,Chris,,FOURTEENTH WARD,42.66191,-73.7974412,Entire home/apt,297,1,62,2026-06-15,5.31,1,356,62,
1383910626115273822,"Cranberry room, large private queen near AMC",20536619,1462613529423158163,Emily,,TENTH WARD,42.66317303594558,-73.78912755444637,Private room,,56,1,2025-07-31,0.09,13,0,1,
1390171272060324410,New Large Bedroom! Has Parking!,55596850,1465910638818717668,Alain,,NINTH WARD,42.66002,-73.79333,Private room,55,8,1,2025-05-15,0.08,3,258,0,
1393482542585537728,Albany Cozy Room Next to downtown W/breakfast,466790114,1468113968197472369,⁨Premier Stay Co.⁩,,FIFTH WARD,42.67652148547361,-73.78111383843994,Entire home/apt,88,1,12,2026-05-09,0.84,29,363,10,
1393634936904017469,"New Bedroom! Centrally located, Includes Laundry!",55596850,1465910638818717668,Alain,,NINTH WARD,42.659475284293904,-73.79368120012339,Private room,56,7,5,2025-12-20,0.36,3,271,3,
1395671676833912969,The Small Yellow Room with twin bed /tv,116935236,1462910582703398538,F S,,THIRTEENTH WARD,42.669917189344,-73.78632927186241,Private room,57,5,4,2026-05-29,0.40,5,319,4,
1396921235971014566,New Bedroom Centrally Located! Parking & Laundry,55596850,1465910638818717668,Alain,,FOURTEENTH WARD,42.661116057130855,-73.79408139551636,Private room,38,28,3,2025-08-30,0.25,3,257,3,
1402461183704514588,4 bedroom house with all the amenities,32379616,1465475491698528907,Fabiola,,TENTH WARD,42.6605291,-73.7831549,Entire home/apt,120,14,2,2025-08-10,0.17,8,359,2,
1405327220192978468,Room near SUNY Albany and 4 minutes from AMC,32379616,1465475491698528907,Fabiola,,TENTH WARD,42.659903296506094,-73.78257397435888,Private room,36,28,0,,,8,305,0,
1409646921435856252,Albany Getaway Near Brewery District,692671333,1470726612193802855,Paul,,FOURTH WARD,42.67225930444639,-73.7390519905538,Entire home/apt,159,2,7,2026-06-05,0.72,1,57,7,
1429997390383679972,Downtown ALB • Hot Tub • Game Room • Free Parking,71003491,1466878587921518723,Yasiel,,THIRD WARD,42.65665,-73.74868,Entire home/apt,540,2,22,2026-05-28,2.14,1,241,22,
1432721201430838386,/Purple Potty\3bed1ba Apartment,52123673,1465829687105391120,Joseph,,THIRTEENTH WARD,42.669159851758046,-73.78528794056903,Entire home/apt,259,2,4,2025-08-31,0.36,3,350,4,
1432823196473666155,"Charming, Spacious Apt Downtown Albany",531209536,1470386116918435368,Amar,,THIRD WARD,42.6579207870488,-73.75026566418697,Entire home/apt,157,1,1,2026-02-22,0.25,2,110,1,
1434108183586713709,Albany Cozy Suite Close to Downtown with Breakfast,466790114,1468113968197472369,⁨Premier Stay Co.⁩,,ELEVENTH WARD,42.682246872011966,-73.78338389658927,Entire home/apt,94,1,21,2026-05-29,1.68,29,364,20,
1434112653259573474,Stylish Albany Room W/Breakfast Next to Downtown.,466790114,1468113968197472369,⁨Premier Stay Co.⁩,,ELEVENTH WARD,42.680525565301686,-73.7852461638938,Entire home/apt,85,1,7,2025-11-21,0.62,29,358,7,
1435590570769303352,Cozy apartment in beautiful Downtown Albany,167102397,1468618508441552844,Nathan,,SIXTH WARD,42.65422697397571,-73.76720390736077,Entire home/apt,117,2,29,2026-06-09,2.43,2,243,29,
1435797229942642808,Global Entry Unit # 1 (2nd Floor Walk-up),130497392,1468307481012535510,Dale,,SIXTH WARD,42.65759,-73.7652,Entire home/apt,,7,0,,,2,365,0,
1439472202376740681,Timelessly Restored 2-Bed Fl 2 Apt @DowntownAlbany,44434571,1462696988014217001,Earl Vanze,,SECOND WARD,42.64439,-73.75296,Entire home/apt,242,1,35,2026-05-24,2.91,11,167,35,
1441615290727481693,Room close to AMed and St peters,652223872,1470640333106308270,Umit,,TENTH WARD,42.66035,-73.78296,Private room,44,3,2,2025-07-30,0.17,1,365,2,
1447202556849361134,/Red Den Apartment\3bed1bath,52123673,1465829687105391120,Joseph,,THIRTEENTH WARD,42.66951,-73.78736,Entire home/apt,220,2,3,2025-11-28,0.27,3,361,3,
1448501719166920474,Comfy & Convenient 2-Bed Fl 1 Apt @DowntownAlbany,44434571,1462696988014217001,Earl Vanze,,SECOND WARD,42.64587,-73.75356,Entire home/apt,180,1,15,2026-03-30,1.30,11,353,15,
1450136720901316807,A charming apartment.,675767467,1470691541967011596,Jeffrey,,SECOND WARD,42.64535,-73.75678,Entire home/apt,75,1,88,2026-06-14,8.07,2,319,88,
1450156329560932974,Spacious convenient to Hospital and capital,675767467,1470691541967011596,Jeffrey,,SECOND WARD,42.645104811339436,-73.75712113379716,Entire home/apt,75,1,84,2026-06-07,7.54,2,323,84,
1453493003584640545,Spacious 2-Bed Queen|Free Parking,696324825,1470734202239876019,Martin,,ELEVENTH WARD,42.67878121331852,-73.78212919711405,Hotel room,,1,2,2025-08-10,0.18,1,87,2,
1453848711003760340,Cozy Monthly | Pvt | W/D | Pets,172658781,1468675849054193840,Jessica,,NINTH WARD,42.6561578,-73.7921126,Entire home/apt,107,31,2,2026-03-02,0.29,2,70,2,
1454415655361201543,Albany Cozy Stay W/Breakfast Close to Downtown,466790114,1468113968197472369,⁨Premier Stay Co.⁩,,FIFTH WARD,42.67619,-73.78121,Entire home/apt,83,1,3,2026-02-08,0.28,29,365,3,
1454417108090792705,Albany Cozy Room W/Breakfast Next to Downtown,466790114,1468113968197472369,⁨Premier Stay Co.⁩,,FIFTH WARD,42.67639,-73.78086,Entire home/apt,90,1,15,2026-05-17,1.35,29,363,15,
1454418356838968327,Albany Cozy room W/Breakfast Close to Downtown,466790114,1468113968197472369,⁨Premier Stay Co.⁩,,FIFTH WARD,42.67612,-73.78092,Entire home/apt,104,1,21,2026-03-18,1.81,29,361,21,
1455799924350084157,Charming 1 Bedroom House,37769478,1465565296852923022,Erion,,TENTH WARD,42.66355584811417,-73.7934588865277,Entire home/apt,160,1,7,2026-05-02,0.62,16,353,7,
1459126168828019962,The Dove: A Peaceful Large Studio Private Bathroom,363028988,1469729206266130870,Roland,,FOURTEENTH WARD,42.6677,-73.80023,Entire home/apt,81,5,24,2026-05-26,2.14,5,300,24,
1459718314728545998,Historic Downtown Albany 2 Bdrm,272907816,1469440311505165885,Angela,,SECOND WARD,42.64604,-73.75419,Entire home/apt,309,1,17,2026-06-14,1.54,3,83,17,
