id,name,host_id,host_profile_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
1462505515338851900,2BR w/ Parking + deck - Near Downtown & MVP Arena,181867269,1468755136294349565,Andres,,SECOND WARD,42.64403,-73.75853,Entire home/apt,199,1,52,2026-06-14,4.80,2,322,52,
1464782804892875821,2BR w/ Parking + Deck • Near MVP Arena,181867269,1468755136294349565,Andres,,SECOND WARD,42.64491,-73.7594,Entire home/apt,199,1,38,2026-06-14,3.54,2,343,38,
1465797274904716360,Downtown Living Space,418250661,1463653071014668004,Stephanie,,THIRD WARD,42.65704,-73.75167,Entire home/apt,133,14,0,,,2,350,0,
1468113967156529966,Albany Luxury Room W/Breakfast Next to Downtown,466790114,1468113968197472369,⁨Premier Stay Co.⁩,,FIFTH WARD,42.67627,-73.78226,Entire home/apt,91,1,6,2026-05-09,0.63,29,360,6,
1468119019136340688,Albany Central Room W/Breakfast Next to Downtown,466790114,1468113968197472369,⁨Premier Stay Co.⁩,,ELEVENTH WARD,42.68022603152647,-73.78336880840826,Entire home/apt,97,1,5,2026-05-30,0.56,29,360,5,
1470493488040078187,The Madison- Work Friendly Apt with Parking,564967431,1470493488948741235,Stephanie,,SIXTH WARD,42.65116120175577,-73.76489493995905,Entire home/apt,139,2,2,2026-02-26,0.49,3,290,2,
1472122509160785254,Bright & Airy 1 BDRM Private Apt,47625981,1462707263288165799,Linda,,FOURTH WARD,42.65791,-73.74669,Entire home/apt,172,1,13,2026-05-09,1.20,16,352,13,
1473485941065182946,Slate private queen room near AMC,20536619,1462613529423158163,Emily,,TENTH WARD,42.66295,-73.78792,Private room,82,4,2,2025-09-16,0.19,13,50,2,
1473500943932986440,"Silver private queen room, central location",20536619,1462613529423158163,Emily,,TENTH WARD,42.66241617967561,-73.78837960927946,Private room,78,5,1,2025-11-02,0.13,13,114,1,
1473509751949424528,"Ivory private queen, walk to AMC",20536619,1462613529423158163,Emily,,TENTH WARD,42.66325814454161,-73.78982669559142,Private room,83,21,2,2026-02-16,0.36,13,36,2,
1476084665532782592,Sienna private queen near AMC,20536619,1462613529423158163,Emily,,TENTH WARD,42.66232293480178,-73.78771391087372,Private room,43,28,2,2026-02-12,0.19,13,102,2,
1476780998285613744,Downtown Luxe- Steps to MVP Arena & NYS Capital,710552538,1476780999248566039,Jonathan,,THIRD WARD,42.6498098,-73.75325649999999,Entire home/apt,120,2,11,2026-03-01,1.09,1,164,11,
1477111453930200793,Ontario's Luxe House,10279606,1462836303318100245,Nori,,NINTH WARD,42.65547,-73.78949,Entire home/apt,485,1,58,2026-06-07,5.94,3,315,58,
1477115953609986339,Global Entry Unit # 2 (3rd Floor Walk-up),130497392,1468307481012535510,Dale,,SIXTH WARD,42.65787363814481,-73.76544767506958,Entire home/apt,,3,0,,,2,361,0,
1477468172276783780,"Spacious 4br home near hospitals, schools",20536619,1462613529423158163,Emily,,TENTH WARD,42.66344,-73.78752,Entire home/apt,160,28,0,,,13,102,0,
1479696659954496070,Central Albany Retreat | Walk Everywhere + Parking,19648678,1463087024016718788,Ming,,SIXTH WARD,42.6523779,-73.7671603,Entire home/apt,160,1,36,2026-06-07,3.75,7,345,36,
1481862654824444067,Albany Elegant room with Breakfast Next Downtown,466790114,1468113968197472369,⁨Premier Stay Co.⁩,,ELEVENTH WARD,42.67808,-73.78208,Entire home/apt,88,1,5,2026-05-01,0.59,29,363,5,
1481865863422349835,Albany Cozy Room Next to Downtown With Breakfast,466790114,1468113968197472369,⁨Premier Stay Co.⁩,,FIFTH WARD,42.675801777825,-73.78036874911213,Entire home/apt,83,1,2,2025-10-19,0.23,29,359,2,
1481869272871304149,Albany Cozy Home with Breakfast Next to Downtown,466790114,1468113968197472369,⁨Premier Stay Co.⁩,,FIFTH WARD,42.67736,-73.78108,Entire home/apt,87,1,10,2026-04-19,0.99,29,356,10,
1482199242377376639,Albany Modern Home W/Breakfast Minutes to Downtown,466790114,1468113968197472369,⁨Premier Stay Co.⁩,,ELEVENTH WARD,42.680940501431586,-73.7846106000441,Entire home/apt,90,1,11,2026-04-27,1.09,29,357,11,
1485723149961736573,Lovely Albany room with Breakfast Next to Downtown,466790114,1468113968197472369,⁨Premier Stay Co.⁩,,ELEVENTH WARD,42.68205,-73.7846,Entire home/apt,92,1,1,2026-03-20,0.34,29,365,1,
1485726503410193437,Albany Central room Breakfast minutes to Downtown,466790114,1468113968197472369,⁨Premier Stay Co.⁩,,ELEVENTH WARD,42.68211,-73.78306,Entire home/apt,87,1,4,2026-05-23,0.41,29,362,4,
1498161268794053659,Apartment in Albany,111760206,1498161269504657459,Rachel,,SIXTH WARD,42.65334,-73.76605,Entire home/apt,115,1,47,2026-05-03,5.20,1,166,47,
1498389804589049324,Downtown 3BR duplex full kitchen parking off i-787,478816393,1498389805557540852,Lee,,THIRD WARD,42.6567,-73.75412,Entire home/apt,295,1,38,2026-05-26,6.26,1,203,38,
1498884258657376096,Cozy Room - Best City Location,534733076,1470399789180792870,Danyal,,SIXTH WARD,42.653261512538336,-73.76980902840452,Private room,67,2,22,2026-05-16,2.29,1,71,22,
1498913624552583326,"Elegant 1BR in Historic Center Square, Albany",188679144,1468977843653292721,Elizabeth,,SIXTH WARD,42.65479,-73.76274,Entire home/apt,99,30,0,,,11,365,0,
1510280924413149938,Cozy Teal Retreat | 1 Mile Albany Medical & VA Med,79099670,1510280925088337910,Nathan,,SEVENTH WARD,42.64166,-73.78424,Private room,126,1,3,2026-05-09,0.33,1,136,3,
1511453437878117120,Large Studio Downtown with Pool Table,390089294,1468722721823294155,Traverse,,SIXTH WARD,42.65294,-73.76511,Entire home/apt,160,1,0,,,6,359,0,
1511463115578002586,Large 1 bedroom downtown!,390089294,1468722721823294155,Traverse,,FOURTH WARD,42.67410612815129,-73.75067767016992,Entire home/apt,174,2,1,2026-03-26,0.36,6,135,1,
1511475748634247539,Spacious Downtown 1BR Cozy Apartment!,390089294,1468722721823294155,Traverse,,SIXTH WARD,42.65562,-73.76445,Entire home/apt,128,2,0,,,6,358,0,
1511560319275262460,Spacious Studio | Downtown,390089294,1468722721823294155,Traverse,,SIXTH WARD,42.65426,-73.76308,Entire home/apt,116,2,1,2026-03-10,0.30,6,359,1,
1511573692636646423,Very Comfortable Studio Downtown,390089294,1468722721823294155,Traverse,,SIXTH WARD,42.65228,-73.76491,Entire home/apt,137,2,0,,,6,361,0,
1511582525879389671,Downtown Cozy Studio - Comfy & Clean!,390089294,1468722721823294155,Traverse,,SIXTH WARD,42.65303,-73.76101,Entire home/apt,213,2,0,,,6,358,0,
1518943235257584991,Stylish 3BR Stay Near Albany Medical Center,188679144,1468977843653292721,Elizabeth,,NINTH WARD,42.65527,-73.78585,Entire home/apt,193,7,1,2025-12-19,0.17,11,339,1,
1519726896462850649,Spacious 4BR Home Near Hospitals • FREE Parking,488778056,1519726897123584458,Kotun,,TENTH WARD,42.65841,-73.78321,Entire home/apt,465,1,32,2026-06-15,6.19,1,320,32,
1521064839093130562,Modern Albany Room Next to Downtown with Breakfast,466790114,1468113968197472369,⁨Premier Stay Co.⁩,,ELEVENTH WARD,42.6817,-73.78439,Entire home/apt,102,1,5,2026-04-25,0.60,29,365,5,
1522036487464000982,Suite One - 1 Bedroom Apartment,37769478,1465565296852923022,Erion,,SIXTH WARD,42.65393,-73.7693,Entire home/apt,143,1,13,2026-05-24,1.78,16,329,13,
1523640223905336810,Historic Brick City Center Glow,706406610,1523640224573903108,JNM Living Spaces,,SIXTH WARD,42.65323354077172,-73.76717951148748,Entire home/apt,234,1,3,2026-04-13,0.38,2,330,3,
1526311749920806783,"Bright, Clean, Convenient. Close to Albany Med.",478607033,1526215612849525610,Meredith,,NINTH WARD,42.65539199421058,-73.79223161741,Private room,106,1,0,,,2,125,0,
1528281264652621033,ParkSide Retreat - 2 BDR with Off Street Parking,37769478,1465565296852923022,Erion,,SIXTH WARD,42.6542,-73.77128,Entire home/apt,210,1,27,2026-06-01,3.25,16,324,27,
1528330624684718752,Charming 2 BR home in Albany,15064470,1462953343897056064,Rebecca,,EIGHTH WARD,42.642732215973844,-73.79208773618511,Entire home/apt,185,1,53,2026-06-02,6.60,1,282,53,
1533289095503516108,Midtown Retreat!,340511465,1533289096231172864,AnnMarie,,NINTH WARD,42.64724,-73.79126,Private room,109,1,12,2026-06-14,1.49,1,323,12,
1536247531274306165,Welcome to Albany! Close to Hospitals and Shops.,478607033,1526215612849525610,Meredith,,NINTH WARD,42.65602,-73.79093,Private room,89,1,1,2026-05-17,1,2,313,1,
1536278546396096866,Cozy Albany room with Breakfast Next to Downtown,466790114,1468113968197472369,⁨Premier Stay Co.⁩,,ELEVENTH WARD,42.68018,-73.78375,Entire home/apt,115,1,12,2026-05-24,1.65,29,351,12,
1536284748778227579,Elegant Albany Home with Breakfast Close Downtown,466790114,1468113968197472369,⁨Premier Stay Co.⁩,,ELEVENTH WARD,42.68006,-73.78465,Entire home/apt,105,1,3,2026-03-01,0.43,29,354,3,
1537317274129063828,"2 bedrooms, 1 bathroom [HUGE] Furnished apartment",455342215,1463743979502545596,Allah,,FIRST WARD,42.63622,-73.76152,Entire home/apt,82,1,0,,,1,351,0,
1539257231318688412,Hot Tub Patio + 2 Ensuites | Walk to Capitol & MVP,476189412,1470146476912630337,Timothy,,SECOND WARD,42.64685431072279,-73.75872250646353,Entire home/apt,539,2,17,2026-05-24,3.04,3,90,17,
1543521505193089890,Stylish renovated 2 bedroom apartment KING bed!,107206246,1467299384872595155,Furdowse,,FOURTEENTH WARD,42.6588327,-73.8016217,Entire home/apt,253,1,13,2026-06-09,3.94,2,349,13,
1543563506149572271,'The Morris Home' Private Bedroom 4 / 2 Full Bath,349460842,1469695254081708328,Scott,,TENTH WARD,42.6618257,-73.7869405,Private room,72,28,1,2026-05-12,0.83,21,312,1,
1551748338533337194,Urban Micro Loft | Central Albany + Parking,19648678,1463087024016718788,Ming,,SIXTH WARD,42.653638559003035,-73.76603515627508,Entire home/apt,119,1,19,2026-06-11,3.73,7,341,19,
1552262639712311369,'The Morris Home' Private Bedroom 5 / 2 Full Bath,349460842,1469695254081708328,Scott,,TENTH WARD,42.66271913809538,-73.78779238125394,Private room,72,28,0,,,21,320,0,
1554405857186813446,Charming Cottage,147780154,1468448553386507958,Julia,,EIGHTH WARD,42.6566942427135,-73.81901754349369,Entire home/apt,,3,0,,,1,358,0,
1557309322062215916,Cozy Albany Home with Breakfast Next to Downtown,466790114,1468113968197472369,⁨Premier Stay Co.⁩,,ELEVENTH WARD,42.67997,-73.78387,Entire home/apt,95,1,4,2026-05-17,0.58,29,365,4,
1557418437023831902,Great Two bedroom in Albany NY-Centrally Located,302714563,1557418437739450217,Sherra,,SIXTH WARD,42.6508268,-73.76684019999999,Entire home/apt,177,1,3,2025-12-25,0.44,1,46,3,
1558212573214197450,Lovely & Spacious 3BR by Albany Med,188679144,1468977843653292721,Elizabeth,,NINTH WARD,42.65644,-73.78689,Entire home/apt,159,14,1,2026-04-10,0.44,11,357,1,
1566232743630647475,Historic City Center Brick Getaway,706406610,1523640224573903108,JNM Living Spaces,,SIXTH WARD,42.653880296695746,-73.7679764985571,Entire home/apt,149,2,4,2026-02-26,0.86,2,288,4,
1566707423187643353,Albany Cozy home with Breakfast Next to Downtown,466790114,1468113968197472369,⁨Premier Stay Co.⁩,,ELEVENTH WARD,42.68137,-73.78513,Entire home/apt,85,1,14,2026-06-01,2.88,29,362,14,
1567582934369300353,Larson Honey,233515764,1469243869147543959,Etem,,SIXTH WARD,42.651955805017266,-73.76696731690608,Entire home/apt,126,1,1,2026-05-24,1,8,26,1,
1568368313802744532,AMC Traveling Medical Professionals!,413566290,1469883571234603399,Victoria,,NINTH WARD,42.65524020991202,-73.79811074584723,Private room,77,1,3,2026-02-16,0.49,3,67,3,
1569797647320776814,"Landing | Spectacular 2BD, Gym",263502162,1463333307662174289,Landing,,NINTH WARD,42.65309,-73.77427,Entire home/apt,,30,2,2026-01-19,0.40,2,349,2,
1569797656869013772,"Landing | Chic 1BD, Gym",263502162,1463333307662174289,Landing,,SIXTH WARD,42.654448842562516,-73.77460435258136,Entire home/apt,,30,2,2026-05-05,0.42,2,347,2,
1574726862531115374,Walk to Albany Med in 5 minutes!,413566290,1469883571234603399,Victoria,,NINTH WARD,42.65319,-73.78387,Private room,63,7,4,2026-06-08,0.83,3,189,4,
1576913365361669361,Albany Central room with Breakfast Next Downtown,466790114,1468113968197472369,⁨Premier Stay Co.⁩,,ELEVENTH WARD,42.68146,-73.78313,Entire home/apt,99,1,5,2026-05-26,1.47,29,362,5,
1576918550123676963,Lovely Albany Room with Breakfast Next Downtown,466790114,1468113968197472369,⁨Premier Stay Co.⁩,,ELEVENTH WARD,42.68006,-73.78386,Entire home/apt,91,1,9,2026-05-16,1.80,29,362,9,
1579101894592916093,Charming Albany Retreat ~ 3 Mi to Downtown!,121680792,1468235421089255785,Evolve,,THIRTEENTH WARD,42.66958,-73.79722,Entire home/apt,204,4,1,2025-12-30,0.18,4,329,1,
1585685853276584426,The Grand on Clinton across from The Palace!,61433748,1466756036378985673,Kristy,,THIRD WARD,42.6550306,-73.7517294,Entire home/apt,190,1,14,2026-05-17,3.44,1,11,14,
1596638255963225382,Comfort and Spacious,323992015,1469615504079463643,Tanya,,EIGHTH WARD,42.64514,-73.78866,Entire home/apt,343,1,6,2026-06-15,2.47,1,312,6,
1597469740249614567,Albany-center-elite-apartment,739585626,1596638511267810744,Olena,,SECOND WARD,42.64533778412286,-73.76016440370483,Entire home/apt,115,1,2,2026-05-17,1.87,1,340,2,
1598781483129471644,"Chic 2BR Retreat in Albany Cozy, Stylish & Central",47625981,1462707263288165799,Linda,,SEVENTH WARD,42.649013030685936,-73.76681391621523,Entire home/apt,269,1,6,2026-05-17,1.57,16,344,6,
1601567688822954799,Two-bedroom House Albany,73777155,1601567689964826000,Rich,,EIGHTH WARD,42.65162,-73.81077,Entire home/apt,209,2,5,2026-03-08,1.23,1,166,5,
1604760798212891657,Empire State Executive Suite| Prime Plaza Location,42708277,1465634482472875867,Rodney,,SIXTH WARD,42.65462,-73.76027,Entire home/apt,185,1,11,2026-05-22,2.32,5,361,11,
1606217702961434071,& Peaceful Modern Home Near Central Albany,114629237,1462905603864055800,Bronson,,FIFTH WARD,42.66915740651244,-73.76762620544702,Entire home/apt,,2,2,2026-03-24,0.47,1,0,2,
1607330191548894098,Relaxing 1BD Stay Albany W/Breakfast Next Downtown,466790114,1468113968197472369,⁨Premier Stay Co.⁩,,ELEVENTH WARD,42.68169,-73.78467,Entire home/apt,83,1,1,2026-02-16,0.25,29,365,1,
1607334788715779524,Albany Comfy 1BD Hotel W/Breakfast Next Downtown,466790114,1468113968197472369,⁨Premier Stay Co.⁩,,ELEVENTH WARD,42.68166,-73.78337,Entire home/apt,114,1,1,2026-04-25,0.57,29,348,1,
1607340037754690734,Modern 1BD Room in Albany with Breakfast & view,466790114,1468113968197472369,⁨Premier Stay Co.⁩,,ELEVENTH WARD,42.68231,-73.78321,Entire home/apt,81,1,1,2026-04-06,0.42,29,364,1,
1608920506882484163,‘The Morris Home’ Private Bedroom 1 / 2 Full Bath,349460842,1469695254081708328,Scott,,TENTH WARD,42.66238267923059,-73.78640926278895,Private room,72,28,1,2026-05-09,0.77,21,276,1,
1609491851248019576,Comfortable Home Near Downtown Albany & Highway,685706660,1470711917951773722,Antonio,,FIRST WARD,42.63919025375223,-73.77532939999998,Entire home/apt,148,1,12,2026-06-02,3.60,1,119,12,
1611095556132252611,Historic Albany Nest | Center of it All + Parking,19648678,1463087024016718788,Ming,,SIXTH WARD,42.65214369849858,-73.76736431886972,Entire home/apt,164,1,22,2026-06-07,5.41,7,343,22,
1621222584487520790,Large Bedroom in the heart of downtown Albany.,746227721,1621222585070982466,Idongesit,,SIXTH WARD,42.65458,-73.76775,Private room,71,1,5,2026-05-13,1.30,4,339,5,
1623402992949206626,‘The Morris Home’ Private Bedroom 6 / 2 Full Bath,349460842,1469695254081708328,Scott,,TENTH WARD,42.66113314106272,-73.78734172367153,Private room,77,21,0,,,21,319,0,
1624218047074268044,A beautiful home away from home for travelers.,746227721,1621222585070982466,Idongesit,,SIXTH WARD,42.65298117308955,-73.765667492881,Entire home/apt,226,1,10,2026-06-07,3.75,4,334,10,
1624220967411055978,Private 3BR Townhouse by St. Peter's | Fast Wi-Fi,433096110,1469960451015410512,Brian,,FOURTEENTH WARD,42.6586448,-73.80220039999999,Entire home/apt,288,1,9,2026-06-13,2.33,4,356,9,
1625785960216737938,Large Bedroom in the heart of downtown Albany.,746227721,1621222585070982466,Idongesit,,SIXTH WARD,42.65389,-73.76616,Private room,71,1,2,2026-03-21,0.64,4,335,2,
1625791020781487478,"Large room with walk in closet, work station",746227721,1621222585070982466,Idongesit,,SIXTH WARD,42.6539541879452,-73.76604151898783,Private room,71,1,5,2026-04-16,1.46,4,341,5,
1630478581803523846,Newly Renovated 3BR/2BA with Private Attic Suite,49372011,1465752744052885633,Philip,,SEVENTH WARD,42.64745,-73.76968,Entire home/apt,320,1,2,2026-05-12,0.64,2,353,2,
1633049934621785544,Apartment: King Bed + 2 Queens in Spacious 3BR,363028988,1469729206266130870,Roland,,THIRTEENTH WARD,42.66923873358176,-73.79797219218071,Entire home/apt,158,5,3,2026-03-29,0.95,5,299,3,
1633641779552135683,2 min walk to albanymed|offst parking| in unit W/D,484673863,1463812301581155362,Michaela,,NINTH WARD,42.6549957,-73.7757215,Entire home/apt,225,1,6,2026-06-01,2.07,3,347,6,
1635217551736403916,The Eagle: Cozy Queen Room in Shared Apartment,363028988,1469729206266130870,Roland,,FOURTEENTH WARD,42.66827,-73.79883,Private room,50,5,0,,,5,343,0,
1635240405807453219,The Owl: Queen Bedroom + Shared Kitchen & Bath,363028988,1469729206266130870,Roland,,FOURTEENTH WARD,42.66783,-73.80053,Private room,47,5,1,2026-04-29,0.61,5,310,1,
1635265580977393988,"The Falcon: large room, king side bed+ work space",363028988,1469729206266130870,Roland,,THIRTEENTH WARD,42.66919,-73.79865,Private room,69,5,3,2026-05-10,1.32,5,299,3,
1641527185850065348,Charming fully furnished 2BR + office next to AMC,338394812,1641527186526807425,Yuriy,,NINTH WARD,42.65427,-73.78645,Entire home/apt,150,2,8,2026-06-14,3.04,1,349,8,
1642831315752534884,2 Queen Beds Stay near Times Union Center,705140675,1508777579421482475,CH Hotels,,THIRD WARD,42.645489,-73.7502916,Hotel room,124,1,0,,,8,313,0,
1642831317373890484,Double Queen Room | Free Parking & Breakfast!,705140675,1508777579421482475,CH Hotels,,THIRD WARD,42.645489,-73.7502916,Hotel room,124,1,0,,,8,313,0,
1642831320500756516,2  Modern Downtown Albany Rooms for Group/Family!,705140675,1508777579421482475,CH Hotels,,THIRD WARD,42.645489,-73.7502916,Hotel room,248,1,0,,,8,312,0,
1642831320556495768,2 Restful Rooms for Downtown Albany Stays,705140675,1508777579421482475,CH Hotels,,THIRD WARD,42.645489,-73.7502916,Hotel room,248,1,0,,,8,312,0,
1642831328354866881,3 Units Near Hudson River w/ Free Parking!,705140675,1508777579421482475,CH Hotels,,THIRD WARD,42.64549,-73.75029,Hotel room,372,1,0,,,8,312,0,
1642831338477510068,3 Rooms for Family Stay w/ Free On-Site Parking!,705140675,1508777579421482475,CH Hotels,,THIRD WARD,42.645489,-73.7502916,Hotel room,372,1,0,,,8,312,0,
1642831357854862198,King Room near Empire State Plaza w/ Free Parking!,705140675,1508777579421482475,CH Hotels,,THIRD WARD,42.645489,-73.7502916,Hotel room,124,1,0,,,8,316,0,
1642831358435086060,Downtown Albany Room | Free Breakfast & Parking!,705140675,1508777579421482475,CH Hotels,,THIRD WARD,42.645489,-73.7502916,Hotel room,124,1,0,,,8,316,0,
1646643377149723211,New Modern 2 bedroom on the park,206292817,1469076025361862842,Eugene,,SIXTH WARD,42.65384,-73.76763,Entire home/apt,133,3,6,2026-06-03,2.31,2,331,6,
1649283129233038869,Rowhouse 23 Studio,37769478,1465565296852923022,Erion,,SIXTH WARD,42.6536325,-73.7702348,Entire home/apt,166,1,6,2026-05-23,2.65,16,336,6,
1651021732885315528,Soul-House,376559722,1651021733739134930,Zoe,,NINTH WARD,42.65544,-73.77679,Entire home/apt,160,1,6,2026-05-25,2.77,1,13,6,
1651425766372437283,"Albany Value Stay | Near Universities, Hospitals",744091135,1651425767220360415,RedAwning Vacation Rentals,,TENTH WARD,42.6618,-73.7901,Entire home/apt,442,1,2,2026-05-31,2,1,35,2,
1654602103016800086,New Modern 2 Bedroom on the Park,206292817,1469076025361862842,Eugene,,SIXTH WARD,42.65356,-73.76744,Entire home/apt,132,3,5,2026-06-10,2.68,2,335,5,
1656831350453126762,Beautiful Center Square garden apt w/ back patio.,754206433,1656831351148497929,Laura,,SIXTH WARD,42.65189235609319,-73.76530665904284,Entire home/apt,125,1,14,2026-06-08,7.12,1,315,14,
1666864619234503961,"Room in Albany, close to Albany Medical Center",32379616,1465475491698528907,Fabiola,,TENTH WARD,42.660078222165026,-73.78203276840343,Private room,45,28,0,,,8,361,0,
1668908560677750116,Central Albany Home with Breakfast Next Downtown,466790114,1468113968197472369,⁨Premier Stay Co.⁩,,TWELFTH WARD,42.68228286242759,-73.7850314479938,Entire home/apt,89,1,1,2026-06-16,1,29,365,1,
1671317227436920290,Larson Checkered,233515764,1469243869147543959,Etem,,SIXTH WARD,42.65340967092361,-73.76791194418492,Entire home/apt,124,2,4,2026-05-26,2.73,8,244,4,
1672441057520964004,Rowhouse 18 - 1BDR Park South,37769478,1465565296852923022,Erion,,SIXTH WARD,42.6536325,-73.7702348,Entire home/apt,208,1,1,2026-06-06,1,16,351,1,
1674955979432338865,Modern Stay on a budget (ideal for students/profs),1674955863584597658,1674955980061600771,Jose,,ELEVENTH WARD,42.66748,-73.77681,Private room,42,30,0,,,1,163,0,
1676923223760898823,"Serene and Cozy: Clean, Cozy Contemporary Living",1676922675439893386,1676923224672492325,Janelle,,FIRST WARD,42.6378758,-73.7594293,Entire home/apt,224,1,2,2026-06-07,2,1,362,2,
1679219922725006473,Central Albany Room with Breakfast,466790114,1468113968197472369,⁨Premier Stay Co.⁩,,ELEVENTH WARD,42.68014,-73.78438,Entire home/apt,96,1,3,2026-05-29,2.73,29,362,3,
1679228557851315055,Modern Albany Home with Breakfast Next Downtown,466790114,1468113968197472369,⁨Premier Stay Co.⁩,,ELEVENTH WARD,42.6814,-73.7843,Entire home/apt,97,1,1,2026-05-17,1,29,364,1,
1679242514590955763,Albany Marvelous Room with Breakfast Next Downtown,466790114,1468113968197472369,⁨Premier Stay Co.⁩,,ELEVENTH WARD,42.68033,-73.78411,Entire home/apt,91,1,0,,,29,358,0,
1680030011428536341,Location is prime! King & Full bed! Sleeps 4 cozy,107206246,1467299384872595155,Furdowse,,FOURTEENTH WARD,42.65883,-73.80162,Entire home/apt,200,1,0,,,2,361,0,
1681402940853722722,Two-bedroom apartment in beautiful Center Square,167102397,1468618508441552844,Nathan,,SIXTH WARD,42.65293,-73.76674,Entire home/apt,206,1,4,2026-06-08,3.64,2,209,4,
1681915932025735153,Perfect Albany Getaway Near Hospitals & Downtown,512736975,1470305963298869838,Miguelino,,TENTH WARD,42.66096,-73.77585,Entire home/apt,149,1,0,,,2,193,0,
1689544536474585971,Great spot in Albany,3073250,1462617669326761032,Dan,,SIXTH WARD,42.6512308,-73.76244630000001,Entire home/apt,213,1,0,,,1,319,0,
1697861560802480129,AMC Cozy Bedroom,522436003,1470350667412351703,Adriana,,SIXTH WARD,42.6538498,-73.77216,Private room,115,2,0,,,6,359,0,
1697894513901184937,MC Washington Park,522436003,1470350667412351703,Adriana,,SIXTH WARD,42.6538498,-73.77216,Private room,86,2,0,,,6,362,0,
1701482737257369614,Serenity Room,32379616,1465475491698528907,Fabiola,,THIRD WARD,42.66314603900656,-73.7684582494418,Private room,45,28,0,,,8,365,0,
